,,,,,,Scoring,,,,,Goals,,,,Assists,,,Shots,,,Ice Time,,Faceoffs,,,,,,,,-additional
515,Ryan Lomberg,30,CGY,LW,80,3,10,13,-5,57,3,0,0,0,10,0,0,66,4.5,127,692:24,8:39,5,11,31.3,19,120,11,18,,lombery01
516,Denton Mateychuk,20,CBJ,D,45,4,9,13,4,20,4,0,0,0,9,0,0,44,9.1,111,811:35,18:02,0,0,,63,26,19,35,AR-1AR-2Calder-12,mateyde01
517,Max Pacioretty,36,TOR,LW,37,5,8,13,-2,16,5,0,0,1,8,0,0,70,7.1,130,499:25,13:30,6,5,54.5,14,105,5,27,,pacioma01
518,Jayden Struble,23,MTL,D,56,2,11,13,2,52,2,0,0,0,11,0,0,47,4.3,136,837:27,14:57,0,0,,54,124,23,51,,strubja01
519,Zach Whitecloud,28,VEG,D,74,4,9,13,7,37,4,0,0,0,9,0,0,72,5.6,194,1295:48,17:31,0,0,,103,117,14,74,,whiteza01
520,Artem Zub,29,OTT,D,56,2,11,13,3,34,2,0,0,1,8,1,2,57,3.5,136,1155:28,20:38,0,0,,118,58,19,50,,zubar01
521,Justin Barron,23,2TM,D,62,6,7,13,-18,23,6,0,0,0,6,1,0,73,8.2,172,1080:45,17:26,0,0,,83,80,14,54,,barroju01
521,Justin Barron,23,MTL,D,17,1,0,1,-4,8,1,0,0,0,0,0,0,16,6.3,32,250:19,14:43,0,0,,20,17,4,8,,barroju01
521,Justin Barron,23,NSH,D,45,5,7,12,-14,15,5,0,0,0,6,1,0,57,8.8,140,830:26,18:27,0,0,,63,63,10,46,,barroju01
522,Carson Soucy,30,2TM,D,75,4,9,13,-11,46,4,0,0,2,9,0,0,81,4.9,196,1343:38,17:55,0,0,,106,115,17,78,,soucyca01
522,Carson Soucy,30,VAN,D,59,3,7,10,-13,42,3,0,0,2,7,0,0,62,4.8,149,1083:56,18:22,0,0,,92,86,15,65,,soucyca01
522,Carson Soucy,30,NYR,D,16,1,2,3,2,4,1,0,0,0,2,0,0,19,5.3,47,259:42,16:14,0,0,,14,29,2,13,,soucyca01
523,Noel Acciari,33,PIT,C,79,5,7,12,-25,16,5,0,0,0,6,0,1,75,6.7,151,1087:00,13:46,321,277,53.7,100,180,14,33,,acciano01
524,Declan Chisholm,25,MIN,D,66,2,10,12,-5,10,1,1,0,1,9,1,0,69,2.9,161,1121:31,17:00,0,0,,69,33,27,83,,chishde01
525,Sam Colangelo,23,ANA,RW,32,10,2,12,-4,2,8,2,0,1,2,0,0,41,24.4,88,399:34,12:29,4,11,26.7,17,67,1,17,,colansa01
526,Nicolas Hague,26,VEG,D,68,5,7,12,-2,40,5,0,0,1,7,0,0,74,6.8,177,1155:44,17:00,0,0,,74,82,18,56,,hagueni01
527,Alexander Holtz,23,VEG,RW,53,4,8,12,-3,10,3,1,0,0,7,1,0,69,5.8,136,614:00,11:35,3,10,23.1,15,39,3,35,,holtzal01
528,Kevin Labanc,29,CBJ,RW,34,2,10,12,1,12,2,0,0,0,10,0,0,35,5.7,93,356:49,10:30,0,3,0.0,14,29,6,14,,labanke01
529,Trevor Lewis,38,LAK,C,60,6,6,12,-4,20,6,0,0,1,6,0,0,53,11.3,114,613:18,10:13,92,106,46.5,35,100,4,22,,lewistr01
530,Alec Martinez,37,CHI,D,44,5,7,12,-15,8,5,0,0,0,5,2,0,38,13.2,116,824:03,18:44,0,0,,81,24,9,41,,martial01
531,Brayden Pachal,25,CGY,D,76,3,9,12,5,88,3,0,0,0,8,0,1,61,4.9,196,1082:15,14:14,0,0,,83,159,16,64,,pachabr01
532,Cole Smith,29,NSH,F,71,4,8,12,-15,69,4,0,0,0,7,0,1,69,5.8,140,966:01,13:36,9,8,52.9,29,163,18,41,,smithco02
533,Henry Thrun,23,SJS,D,60,2,10,12,-23,30,2,0,0,0,10,0,0,52,3.8,114,1050:49,17:31,0,0,,66,43,12,37,,thrunhe01
534,Brandon Carlo,28,2TM,D,83,1,11,12,6,37,1,0,0,0,11,0,0,77,1.3,202,1568:42,18:54,0,0,,157,90,21,107,,carlobr01
534,Brandon Carlo,28,BOS,D,63,1,8,9,2,24,1,0,0,0,8,0,0,64,1.6,160,1184:29,18:48,0,0,,119,64,14,82,,carlobr01
534,Brandon Carlo,28,TOR,D,20,0,3,3,4,13,0,0,0,0,3,0,0,13,0.0,42,384:13,19:13,0,0,,38,26,7,25,,carlobr01
535,Marat Khusnutdinov,22,2TM,C,75,5,7,12,-11,20,5,0,0,0,5,1,1,41,12.2,77,906:23,12:05,189,244,43.6,47,55,6,47,,khusnma01
535,Marat Khusnutdinov,22,MIN,C,57,2,5,7,-6,14,2,0,0,0,4,0,1,30,6.7,58,640:18,11:14,184,240,43.4,38,37,3,30,,khusnma01
535,Marat Khusnutdinov,22,BOS,C,18,3,2,5,-5,6,3,0,0,0,1,1,0,11,27.3,19,266:05,14:47,5,4,55.6,9,18,3,17,,khusnma01
536,John Beecher,23,BOS,C,78,3,8,11,-9,26,3,0,0,0,8,0,0,44,6.8,98,880:07,11:17,281,261,51.8,71,85,14,49,,beechjo01
537,William Carrier,30,CAR,LW,43,4,7,11,0,16,4,0,0,1,7,0,0,48,8.3,114,504:29,11:44,6,6,50.0,12,156,11,19,,carriwi01
538,Anthony Duclair,29,NYI,LW,44,7,4,11,-15,10,4,3,0,0,4,0,0,60,11.7,121,661:50,15:03,0,1,0.0,21,26,9,43,,duclaan01
539,Sean Durzi,26,UTA,D,30,4,7,11,4,19,3,1,0,0,6,1,0,39,10.3,131,619:26,20:39,0,0,,52,15,11,46,,durzise01
540,Derek Forbort,32,VAN,D,54,2,9,11,-7,45,2,0,0,1,8,1,0,39,5.1,115,923:29,17:06,0,0,,77,65,8,55,,forbode01
541,Collin Graf,22,SJS,F,33,5,6,11,-4,8,3,1,1,1,3,3,0,40,12.5,64,523:22,15:52,4,8,33.3,15,20,7,15,,grafco01
542,Zachary Jones,24,NYR,D,46,1,10,11,0,24,1,0,0,0,9,1,0,51,2.0,118,793:41,17:15,0,0,,46,28,16,40,,jonesza01
543,Kyle MacLean,25,NYI,F,81,4,7,11,-15,14,4,0,0,0,7,0,0,61,6.6,120,806:57,9:58,273,293,48.2,29,108,12,26,,macleky01
544,Matthew Poitras,20,BOS,C,33,1,10,11,-5,8,1,0,0,1,10,0,0,29,3.4,76,431:54,13:05,59,70,45.7,10,12,14,28,,poitrma01
545,Aatu Räty,22,VAN,C,33,7,4,11,-1,14,7,0,0,0,3,1,0,34,20.6,60,351:41,10:39,192,141,57.7,7,80,2,8,,ratyaa01
546,Elmer Söderblom,23,DET,RW,26,4,7,11,2,6,4,0,0,1,7,0,0,38,10.5,84,347:38,13:22,4,11,26.7,12,43,5,21,,soderel01
547,Alexandre Texier,25,STL,C,31,6,5,11,-3,10,5,1,0,1,4,1,0,50,12.0,89,387:07,12:29,0,2,0.0,11,20,5,13,,texieal01
548,Jakub Lauko,24,2TM,C,56,5,6,11,-13,47,4,0,1,2,6,0,0,42,11.9,87,599:59,10:43,1,9,10.0,39,119,6,25,,laukoja01
548,Jakub Lauko,24,MIN,C,38,3,3,6,-5,27,2,0,1,1,3,0,0,29,10.3,60,382:02,10:03,1,6,14.3,22,69,5,18,,laukoja01
548,Jakub Lauko,24,BOS,C,18,2,3,5,-8,20,2,0,0,1,3,0,0,13,15.4,27,217:57,12:07,0,3,0.0,17,50,1,7,,laukoja01
549,Nathan Bastian,27,NJD,RW,59,4,6,10,-4,31,2,1,1,1,6,0,0,44,9.1,84,645:19,10:56,8,17,32.0,27,138,2,24,,bastina01
550,Simon Benoit,26,TOR,D,78,1,9,10,12,59,1,0,0,0,8,0,1,48,2.1,102,1290:37,16:33,0,0,,111,204,16,70,,benoisi01
551,Brett Berard,22,NYR,LW,35,6,4,10,-6,8,6,0,0,1,4,0,0,59,10.2,108,375:01,10:43,3,4,42.9,20,53,7,18,,berarbr02
552,T.J. Brodie,34,CHI,D,54,2,8,10,-18,18,2,0,0,0,8,0,0,23,8.7,77,844:09,15:38,0,0,,58,16,14,46,,broditj01
553,Dennis Cholowski,26,2TM,D,39,3,7,10,-3,10,3,0,0,0,5,2,0,30,10.0,75,509:45,13:04,0,0,,33,5,8,38,,cholode01
553,Dennis Cholowski,26,NYI,D,33,3,7,10,1,10,3,0,0,0,5,2,0,26,11.5,61,422:10,12:48,0,0,,30,5,8,33,,cholode01
553,Dennis Cholowski,26,NJD,D,6,0,0,0,-4,0,0,0,0,0,0,0,0,4,0.0,14,87:35,14:36,0,0,,3,0,0,5,,cholode01
554,Mathew Dumba,30,DAL,D,63,1,9,10,-5,60,1,0,0,0,8,1,0,57,1.8,199,963:54,15:18,0,0,,60,70,16,62,,dumbama01
555,Adam Klapka,24,CGY,F,31,6,4,10,-3,29,6,0,0,0,4,0,0,44,13.6,75,299:13,9:39,6,11,35.3,25,108,6,11,,klapkad01
556,Tyler Kleven,23,OTT,D,79,4,6,10,-11,27,4,0,0,1,5,1,0,78,5.1,189,1142:47,14:28,0,0,,97,105,30,64,,klevety01
557,Kaedan Korczak,24,VEG,D,40,0,10,10,15,2,0,0,0,0,10,0,0,34,0.0,87,602:56,15:04,0,0,,40,59,7,36,,korczka01
558,Beck Malenstyn,26,BUF,LW,76,4,6,10,-16,29,4,0,0,0,6,0,0,67,6.0,133,800:21,10:32,19,15,55.9,63,191,10,39,,malenbe01
559,Kevin Rooney,31,CGY,C,70,5,5,10,-6,14,5,0,0,0,4,0,1,54,9.3,104,659:10,9:25,195,218,47.2,39,109,9,30,,rooneke01
560,Jack Thompson,22,SJS,D,31,4,6,10,-9,10,4,0,0,0,3,3,0,41,9.8,98,489:30,15:47,0,0,,54,12,7,37,,thompja01
561,Jesse Puljujärvi,26,2TM,RW,31,4,6,10,-1,25,4,0,0,0,5,1,0,50,8.0,103,365:16,11:47,0,1,0.0,9,80,3,15,,puljuje01
561,Jesse Puljujärvi,26,PIT,RW,26,3,6,9,-1,10,3,0,0,0,5,1,0,38,7.9,84,301:38,11:36,0,1,0.0,7,45,3,11,,puljuje01
561,Jesse Puljujärvi,26,FLA,RW,5,1,0,1,0,15,1,0,0,0,0,0,0,12,8.3,19,63:38,12:44,0,0,,2,35,0,4,,puljuje01
562,Vinnie Hinostroza,30,2TM,C,38,5,5,10,2,10,2,3,0,1,5,0,0,48,10.4,104,494:38,13:01,7,10,41.2,12,41,8,31,,hinosvi01
562,Vinnie Hinostroza,30,NSH,C,13,0,2,2,0,6,0,0,0,0,2,0,0,11,0.0,36,150:01,11:32,1,1,50.0,5,13,1,12,,hinosvi01
562,Vinnie Hinostroza,30,MIN,C,25,5,3,8,2,4,2,3,0,1,3,0,0,37,13.5,68,344:37,13:47,6,9,40.0,7,28,7,19,,hinosvi01
563,Connor Dewar,25,2TM,C,48,4,6,10,-3,14,4,0,0,0,5,0,1,55,7.3,104,554:46,11:33,53,71,42.7,37,129,6,36,,dewarco01
563,Connor Dewar,25,TOR,C,31,0,3,3,-3,5,0,0,0,0,2,0,1,28,0.0,53,309:07,9:58,52,69,43.0,18,80,4,19,,dewarco01
563,Connor Dewar,25,PIT,C,17,4,3,7,0,9,4,0,0,0,3,0,0,27,14.8,51,245:39,14:27,1,2,33.3,19,49,2,17,,dewarco01
564,Henri Jokiharju,25,2TM,D,60,3,7,10,13,14,3,0,0,2,7,0,0,59,5.1,174,1069:33,17:50,0,0,,53,50,13,64,,jokihhe01
564,Henri Jokiharju,25,BUF,D,42,3,3,6,6,12,3,0,0,2,3,0,0,44,6.8,120,684:49,16:18,0,0,,31,35,8,42,,jokihhe01
564,Henri Jokiharju,25,BOS,D,18,0,4,4,7,2,0,0,0,0,4,0,0,15,0.0,54,384:44,21:22,0,0,,22,15,5,22,,jokihhe01
565,Jordan Oesterle,32,2TM,D,37,4,6,10,0,4,4,0,0,0,6,0,0,38,10.5,100,634:38,17:09,0,0,,57,27,15,51,,oestejo01
565,Jordan Oesterle,32,BOS,D,22,1,5,6,3,2,1,0,0,0,5,0,0,20,5.0,55,387:17,17:36,0,0,,37,20,7,33,,oestejo01
565,Jordan Oesterle,32,NSH,D,15,3,1,4,-3,2,3,0,0,0,1,0,0,18,16.7,45,247:21,16:29,0,0,,20,7,8,18,,oestejo01
566,Cam Atkinson,35,TBL,RW,39,4,5,9,-4,11,3,1,0,0,5,0,0,47,8.5,68,350:43,9:00,1,2,33.3,10,15,3,12,,atkinca01
567,Lian Bichsel,20,DAL,D,38,4,5,9,2,41,4,0,0,1,5,0,0,39,10.3,100,565:51,14:53,0,0,,23,155,4,22,AR-6,bichsli01
568,Marc Del Gaizo,25,NSH,D,46,2,7,9,-3,21,2,0,0,0,7,0,0,76,2.6,158,770:36,16:45,0,0,,53,71,19,38,,delgama01
569,Adam Edstrom,24,NYR,C,51,5,4,9,-5,27,5,0,0,2,4,0,0,40,12.5,72,472:57,9:16,0,4,0.0,34,94,7,19,,edstrad01
570,Marc Gatcomb,25,NYI,F,39,8,1,9,-4,11,8,0,0,1,1,0,0,41,19.5,74,381:42,9:47,5,7,41.7,23,149,7,12,,gatcoma01
571,Carl Grundström,27,SJS,RW,56,3,6,9,-21,24,3,0,0,0,6,0,0,88,3.4,151,537:24,9:36,3,4,42.9,18,172,5,35,,grundca01
572,Joel Hanley,33,CGY,D,53,2,7,9,12,21,2,0,0,1,7,0,0,42,4.8,129,984:46,18:35,0,0,,90,55,7,67,,hanlejo01
573,Albert Johansson,24,DET,D,61,3,6,9,-11,30,3,0,0,2,6,0,0,48,6.3,130,998:01,16:22,0,0,,83,70,15,54,AR-4,johanal01
574,Tyson Jost,26,CAR,C,39,4,5,9,2,33,4,0,0,0,5,0,0,44,9.1,77,404:32,10:22,57,69,45.2,17,46,6,9,,jostty01
575,Josh Mahura,26,SEA,D,64,0,9,9,5,20,0,0,0,0,9,0,0,58,0.0,135,880:20,13:45,0,0,,54,89,10,41,,mahurjo01
576,Scott Mayfield,32,NYI,D,66,3,6,9,18,27,2,0,1,0,6,0,0,51,5.9,151,1122:03,17:00,0,0,,105,89,27,59,,mayfisc01
577,Daniil Miromanov,27,CGY,D,44,2,7,9,2,12,2,0,0,1,7,0,0,52,3.8,143,777:54,17:41,0,0,,55,19,11,42,,miromda01
578,Tyler Motte,29,DET,C,55,4,5,9,-11,6,4,0,0,0,5,0,0,66,6.1,134,622:17,11:19,60,85,41.4,48,72,16,31,,mottety01
579,Shakir Mukhamadullin,23,SJS,D,30,2,7,9,-7,8,2,0,0,0,5,2,0,30,6.7,84,542:01,18:04,0,0,,51,25,5,33,,mukhash01
580,Tomáš Nosek,32,FLA,C,59,1,8,9,4,10,0,1,0,0,7,0,1,47,2.1,114,579:12,9:49,236,220,51.8,24,83,5,20,,nosekto01
581,Jan Rutta,34,SJS,D,54,3,6,9,-3,28,3,0,0,0,6,0,0,55,5.5,152,931:50,17:15,0,0,,81,40,11,55,,ruttaja02
582,Jonas Siegenthaler,27,NJD,D,55,2,7,9,9,44,2,0,0,0,7,0,0,52,3.8,133,1078:05,19:36,0,0,,92,75,14,59,,siegejo01
583,Scott Perunovich,26,2TM,D,35,2,7,9,-3,10,2,0,0,0,7,0,0,18,11.1,43,560:15,16:00,0,0,,37,15,10,29,,perunsc01
583,Scott Perunovich,26,STL,D,24,2,4,6,1,6,2,0,0,0,4,0,0,9,22.2,26,350:48,14:37,0,0,,21,9,4,18,,perunsc01
583,Scott Perunovich,26,NYI,D,11,0,3,3,-4,4,0,0,0,0,3,0,0,9,0.0,17,209:27,19:02,0,0,,16,6,6,11,,perunsc01
584,Nolan Allan,21,CHI,D,43,1,7,8,-13,16,1,0,0,0,7,0,0,17,5.9,64,650:31,15:08,0,0,,48,61,8,22,,allanno01
585,Erik Brännström,25,VAN,D,28,3,5,8,-4,17,3,0,0,1,4,1,0,33,9.1,81,418:12,14:56,0,0,,39,14,6,26,,branner01
586,Seamus Casey,21,NJD,D,14,4,4,8,3,0,2,2,0,1,3,1,0,12,33.3,28,177:00,12:39,0,0,,7,10,2,16,,caseyse01
587,Jake Christiansen,25,CBJ,D,68,1,7,8,6,11,1,0,0,0,7,0,0,58,1.7,135,852:43,12:32,0,0,,65,50,8,51,,chrisja01
588,Luca Del Bel Belluz,21,CBJ,C,15,2,6,8,2,0,2,0,0,0,5,1,0,18,11.1,30,206:18,13:45,65,86,43.0,12,4,3,9,,delbelu01
589,Ty Dellandrea,24,SJS,C,68,1,7,8,-31,59,1,0,0,0,6,0,1,50,2.0,117,802:42,11:48,209,210,49.9,47,163,9,33,,dellaty01
590,Barclay Goodrow,31,SJS,RW,77,5,3,8,-37,75,4,0,1,0,3,0,0,73,6.8,141,1061:20,13:47,108,144,42.9,60,150,26,54,,goodrba01
591,Jordan Greenway,27,BUF,LW,34,3,5,8,-4,45,3,0,0,0,5,0,0,36,8.3,88,512:31,15:04,7,27,20.6,29,100,7,23,,greenjo02
592,Justin Holl,33,DET,D,73,2,6,8,-7,16,2,0,0,0,6,0,0,41,4.9,107,1079:49,14:48,0,0,,78,35,8,66,,hollju01
593,Ivan Ivan,22,COL,F,40,5,3,8,-9,8,3,2,0,0,2,1,0,34,14.7,65,401:30,10:02,56,81,40.9,9,12,2,22,,ivaniv01
594,Wyatt Kaiser,22,CHI,D,57,4,4,8,0,14,4,0,0,0,4,0,0,66,6.1,127,1032:40,18:07,0,0,,93,54,23,60,,kaisewy01
595,Justin Kirkland,28,CGY,LW,21,2,6,8,6,11,2,0,0,0,6,0,0,9,22.2,23,203:43,9:42,54,72,42.9,16,45,3,8,,kirklju01
596,Rasmus Kupari,24,WPG,C,59,5,3,8,-1,16,5,0,0,1,3,0,0,53,9.4,99,605:18,10:16,262,237,52.5,31,77,9,30,,kuparra01
597,Hendrix Lapierre,22,WSH,C,27,0,8,8,-3,4,0,0,0,0,8,0,0,18,0.0,37,264:30,9:48,40,61,39.6,14,12,5,17,,lapiehe01
598,Brock McGinn,30,ANA,LW,26,4,4,8,1,0,4,0,0,0,4,0,0,30,13.3,48,304:25,11:43,1,7,12.5,28,61,7,8,,mcginbr01
599,Jacob Moverare,26,LAK,D,49,1,7,8,2,10,1,0,0,0,7,0,0,30,3.3,76,581:05,11:52,0,0,,60,31,7,24,,moverja01
600,Jeff Petry,37,DET,D,44,1,7,8,-2,16,1,0,0,1,6,1,0,33,3.0,107,831:27,18:54,0,0,,77,51,16,51,,petryje01
601,Matt Rempe,22,NYR,C,42,3,5,8,7,67,3,0,0,0,5,0,0,30,10.0,59,357:19,8:30,2,11,15.4,14,117,4,8,,rempema01
602,Cole Schwindt,23,VEG,RW,42,1,7,8,3,0,1,0,0,0,7,0,0,32,3.1,68,388:46,9:15,110,108,50.5,17,41,6,21,,schwico01
603,Miles Wood,29,COL,LW,37,4,4,8,-5,48,4,0,0,1,4,0,0,60,6.7,122,420:08,11:21,3,8,27.3,15,48,6,26,,woodmi01
604,Calvin de Haan,33,2TM,D,47,0,8,8,-4,12,0,0,0,0,8,0,0,51,0.0,146,703:46,14:58,0,0,,63,71,7,35,,dehaaca01
604,Calvin de Haan,33,COL,D,44,0,7,7,-8,10,0,0,0,0,7,0,0,48,0.0,135,656:14,14:55,0,0,,58,59,5,35,,dehaaca01
604,Calvin de Haan,33,NYR,D,3,0,1,1,4,2,0,0,0,0,1,0,0,3,0.0,11,47:32,15:51,0,0,,5,12,2,0,,dehaaca01
605,Jimmy Vesey,31,2TM,LW,43,5,3,8,-4,0,5,0,0,0,3,0,0,36,13.9,75,457:51,10:39,3,12,20.0,12,32,7,23,,veseyji02
605,Jimmy Vesey,31,NYR,LW,33,4,2,6,-2,0,4,0,0,0,2,0,0,30,13.3,61,352:15,10:40,3,8,27.3,10,19,5,19,,veseyji02
605,Jimmy Vesey,31,COL,LW,10,1,1,2,-2,0,1,0,0,0,1,0,0,6,16.7,14,105:36,10:34,0,4,0.0,2,13,2,4,,veseyji02
606,Victor Mancini,22,2TM,D,31,2,6,8,-9,10,1,1,0,0,6,0,0,27,7.4,72,474:28,15:18,0,0,,41,38,3,29,,mancivi01
606,Victor Mancini,22,NYR,D,15,1,4,5,-3,2,1,0,0,0,4,0,0,20,5.0,35,226:22,15:05,0,0,,20,14,1,20,,mancivi01
606,Victor Mancini,22,VAN,D,16,1,2,3,-6,8,0,1,0,0,2,0,0,7,14.3,37,248:06,15:30,0,0,,21,24,2,9,,mancivi01
607,Jacob Bernard-Docker,24,2TM,D,40,2,6,8,5,17,2,0,0,0,6,0,0,32,6.3,94,544:36,13:37,0,0,,50,30,3,22,,bernaja01
607,Jacob Bernard-Docker,24,OTT,D,25,1,3,4,2,4,1,0,0,0,3,0,0,18,5.6,55,327:39,13:06,0,0,,25,21,1,9,,bernaja01
607,Jacob Bernard-Docker,24,BUF,D,15,1,3,4,3,13,1,0,0,0,3,0,0,14,7.1,39,216:57,14:28,0,0,,25,9,2,13,,bernaja01
608,Emil Andrae,22,PHI,D,42,1,6,7,-5,16,1,0,0,0,3,3,0,52,1.9,127,728:29,17:21,0,0,,50,46,16,44,AR-5,andraem01
609,Jake Bean,26,CGY,D,64,2,5,7,0,8,2,0,0,0,5,0,0,71,2.8,170,965:42,15:05,0,0,,43,22,27,46,,beanja01
610,Jacob Bryson,27,BUF,D,48,0,7,7,-9,10,0,0,0,0,7,0,0,20,0.0,54,690:50,14:24,0,0,,51,15,8,33,,brysoja01
611,Colton Dach,22,CHI,C,25,2,5,7,-3,17,2,0,0,0,5,0,0,27,7.4,47,303:12,12:08,6,6,50.0,12,86,13,12,,dachco01
612,Justin Dowling,34,NJD,C,52,2,5,7,-6,6,2,0,0,0,5,0,0,34,5.9,86,531:35,10:13,158,169,48.3,22,51,14,29,,dowliju01
613,Christian Fischer,27,2TM,RW,46,1,6,7,-6,11,1,0,0,0,6,0,0,31,3.2,66,511:15,11:07,9,7,56.3,19,93,4,15,,fischch01
613,Christian Fischer,27,DET,RW,45,1,6,7,-5,11,1,0,0,0,6,0,0,31,3.2,65,501:36,11:09,9,7,56.3,19,89,4,14,,fischch01
613,Christian Fischer,27,CBJ,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,9:39,9:39,0,0,,0,4,0,1,,fischch01
614,Haydn Fleury,28,WPG,D,39,0,7,7,-12,6,0,0,0,0,7,0,0,38,0.0,105,621:11,15:56,0,0,,56,48,3,39,,fleurha01
615,Ethen Frank,26,WSH,F,24,4,3,7,3,6,4,0,0,1,2,1,0,23,17.4,42,259:47,10:49,0,1,0.0,16,11,5,10,,franket01
616,Luke Glendening,35,TBL,C,77,4,3,7,-9,10,3,0,1,0,2,0,1,51,7.8,97,830:26,10:47,502,379,57.0,58,105,6,19,,glendlu01
617,Travis Hamonic,34,OTT,D,59,1,6,7,-16,19,1,0,0,0,6,0,0,72,1.4,191,1006:57,17:04,0,0,,92,73,17,62,,hamontr01
618,Samuel Helenius,22,LAK,C,50,4,3,7,1,25,4,0,0,1,3,0,0,29,13.8,64,432:43,8:39,130,148,46.8,16,150,4,22,,helensa02
619,Calle Järnkrok,33,TOR,C,19,1,6,7,1,4,0,1,0,0,6,0,0,9,11.1,26,251:21,13:14,2,7,22.2,9,15,1,4,,jarnkca01
620,Ville Koivunen,21,PIT,RW,8,0,7,7,0,4,0,0,0,0,4,3,0,15,0.0,30,144:55,18:07,1,0,100.0,8,1,3,6,,koivuvi01
621,Klim Kostin,25,SJS,C,35,1,6,7,-6,27,1,0,0,0,5,1,0,28,3.6,52,373:41,10:41,4,9,30.8,17,111,5,27,,kostikl01
622,Sam Lafferty,29,BUF,C,60,4,3,7,-15,28,4,0,0,0,3,0,0,50,8.0,93,592:34,9:53,79,77,50.6,16,89,5,22,,laffesa01
623,Hampus Lindholm,31,BOS,D,17,3,4,7,-4,4,3,0,0,1,3,1,0,35,8.6,81,354:33,20:51,0,0,,17,5,14,30,,lindhha01
624,Anthony Mantha,30,CGY,RW,13,4,3,7,6,11,2,1,1,1,3,0,0,15,26.7,35,180:44,13:54,3,6,33.3,8,16,3,7,,manthan01
625,Mikael Pyyhtia,23,CBJ,LW,47,4,3,7,-11,6,3,0,1,0,3,0,0,32,12.5,71,568:41,12:06,2,1,66.7,39,25,9,26,,pyyhtmi01
626,Max Sasson,24,VAN,F,29,3,4,7,1,0,3,0,0,0,4,0,0,31,9.7,46,299:36,10:20,47,63,42.7,13,18,6,12,,sassoma01
627,Troy Stecher,30,EDM,D,66,3,4,7,-2,27,3,0,0,0,4,0,0,55,5.5,133,915:39,13:52,0,0,,66,35,11,50,,stechtr01
628,Tyler Tucker,24,STL,D,38,3,4,7,4,55,3,0,0,0,3,0,1,33,9.1,98,553:55,14:35,0,0,,39,81,13,28,,tuckety01
629,Parker Wotherspoon,27,BOS,D,55,1,6,7,-10,10,1,0,0,0,6,0,0,44,2.3,103,991:36,18:02,0,0,,66,75,15,68,,wothepa01
630,Noah Gregor,26,2TM,C,52,4,3,7,-21,28,3,0,1,2,3,0,0,60,6.7,145,577:31,11:06,4,3,57.1,33,94,7,17,,gregono01
630,Noah Gregor,26,OTT,C,40,4,2,6,-12,17,3,0,1,2,2,0,0,46,8.7,115,453:52,11:21,3,3,50.0,25,76,5,14,,gregono01
630,Noah Gregor,26,SJS,C,12,0,1,1,-9,11,0,0,0,0,1,0,0,14,0.0,30,123:39,10:18,1,0,100.0,8,18,2,3,,gregono01
631,Vladislav Kolyachonok,23,2TM,D,35,2,5,7,-12,10,2,0,0,1,5,0,0,20,10.0,57,455:36,13:01,0,0,,31,27,6,32,,kolyavl01
631,Vladislav Kolyachonok,23,UTA,D,23,2,3,5,-7,2,2,0,0,1,3,0,0,12,16.7,37,283:41,12:20,0,0,,19,14,4,23,,kolyavl01
631,Vladislav Kolyachonok,23,PIT,D,12,0,2,2,-5,8,0,0,0,0,2,0,0,8,0.0,20,171:55,14:20,0,0,,12,13,2,9,,kolyavl01
632,Luke Schenn,35,2TM,D,76,1,6,7,-4,45,1,0,0,0,6,0,0,77,1.3,197,1212:27,15:57,0,0,,104,300,16,63,,schenlu01
632,Luke Schenn,35,NSH,D,61,1,4,5,-9,41,1,0,0,0,4,0,0,66,1.5,166,950:24,15:35,0,0,,76,228,13,48,,schenlu01
632,Luke Schenn,35,WPG,D,15,0,2,2,5,4,0,0,0,0,2,0,0,11,0.0,31,262:03,17:28,0,0,,28,72,3,15,,schenlu01
633,Daniel Sprong,27,3TM,RW,30,2,5,7,-1,2,1,1,0,1,4,1,0,55,3.6,112,365:55,12:12,0,4,0.0,4,32,4,14,,spronda01
633,Daniel Sprong,27,VAN,RW,9,1,2,3,-2,2,0,1,0,0,2,0,0,19,5.3,29,104:54,11:39,0,2,0.0,0,5,1,6,,spronda01
633,Daniel Sprong,27,SEA,RW,10,1,1,2,1,0,1,0,0,1,1,0,0,12,8.3,33,123:41,12:22,0,1,0.0,0,6,2,3,,spronda01
633,Daniel Sprong,27,NJD,RW,11,0,2,2,0,0,0,0,0,0,1,1,0,24,0.0,50,137:20,12:29,0,1,0.0,4,21,1,5,,spronda01
634,Nils Åman,24,VAN,C,19,1,5,6,-2,2,1,0,0,0,5,0,0,8,12.5,20,199:12,10:29,28,46,37.8,2,22,3,3,,amanni01
635,Ethan Del Mastro,22,CHI,D,24,2,4,6,-3,6,2,0,0,0,4,0,0,19,10.5,50,439:25,18:19,0,0,,21,40,6,25,AR-7,delmaet01
636,Nick DeSimone,30,UTA,D,20,1,5,6,4,0,1,0,0,0,5,0,0,24,4.2,49,311:39,15:35,0,0,,14,14,5,25,,desimni01
637,Phillip Di Giuseppe,31,VAN,LW,20,1,5,6,-2,4,1,0,0,0,5,0,0,23,4.3,38,231:18,11:34,1,4,20.0,6,54,1,4,,digiuph01
